"task","UUID","category_boundary","rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","roundness","correct_answer","correct","question_order"
"test_trial","","","1073","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""2.45691660646098"" ry=""2.45691660646098"" fill=""black""/>
  </svg>","j","html-keyboard-response","46","2.0.0","148055","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.0163794440430732","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","47","2.0.0","148209","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1283","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""81.35982446962196"" ry=""81.35982446962196"" fill=""black""/>
  </svg>","j","html-keyboard-response","48","2.0.0","149492","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.5423988297974797","j","true",""
"test_rating","","","6173","","{""Q0"":0}","survey-likert","49","2.0.0","155666","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","","[0]"
"","","","3915","
    <p>You will be starting a new learning block followed by a testing block.<br> Press any key to continue.</p>
  "," ","html-keyboard-response","50","2.0.0","159582","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"yoked_trial","","","1500","Learning Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""75"" ry=""75"" fill=""black""/>
  </svg>","0","html-button-response","51","2.0.0","161083","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.5","","",""
"categorize_trial","","","1142","<svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""75"" ry=""75"" fill=""black""/>
  </svg><p style=""font-size:48px; color:red;"">NOT SAFE for children</p>","j","html-keyboard-response","52","2.0.0","162226","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"yoked_trial","","","1840","Learning Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""93.00000000000001"" ry=""93.00000000000001"" fill=""black""/>
  </svg>","0","html-button-response","53","2.0.0","164067","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.6200000000000001","","",""
"categorize_trial","","","2408","<svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""93.00000000000001"" ry=""93.00000000000001"" fill=""black""/>
  </svg><p style=""font-size:48px; color:green;"">SAFE for children</p>","f","html-keyboard-response","54","2.0.0","166476","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"yoked_trial","","","1563","Learning Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""105.00000000000003"" ry=""105.00000000000003"" fill=""black""/>
  </svg>","0","html-button-response","55","2.0.0","168040","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.7000000000000002","","",""
"categorize_trial","","","2464","<svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""105.00000000000003"" ry=""105.00000000000003"" fill=""black""/>
  </svg><p style=""font-size:48px; color:green;"">SAFE for children</p>","f","html-keyboard-response","56","2.0.0","170504","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","57","2.0.0","170965","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1315","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""8.80843904133369"" ry=""8.80843904133369"" fill=""black""/>
  </svg>","j","html-keyboard-response","58","2.0.0","172281","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.0587229269422246","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","59","2.0.0","172443","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1884","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""41.63350503378306"" ry=""41.63350503378306"" fill=""black""/>
  </svg>","j","html-keyboard-response","60","2.0.0","174328","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.2775567002252204","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","61","2.0.0","174483","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1116","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""148.0759403571979"" ry=""148.0759403571979"" fill=""black""/>
  </svg>","f","html-keyboard-response","62","2.0.0","175599","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.9871729357146528","f","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","63","2.0.0","175959","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","763","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""136.8703513444497"" ry=""136.8703513444497"" fill=""black""/>
  </svg>","f","html-keyboard-response","64","2.0.0","176722","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.912469008962998","f","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","65","2.0.0","176924","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1438","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""25.202639829592005"" ry=""25.202639829592005"" fill=""black""/>
  </svg>","j","html-keyboard-response","66","2.0.0","178363","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.1680175988639467","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","67","2.0.0","178766","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","777","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""34.38977934904248"" ry=""34.38977934904248"" fill=""black""/>
  </svg>","j","html-keyboard-response","68","2.0.0","179544","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.2292651956602832","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","69","2.0.0","179846","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","942","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""0.69790977257655"" ry=""0.69790977257655"" fill=""black""/>
  </svg>","j","html-keyboard-response","70","2.0.0","180788","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.004652731817177","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","71","2.0.0","181190","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","504","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""3.25240662491808"" ry=""3.25240662491808"" fill=""black""/>
  </svg>","j","html-keyboard-response","72","2.0.0","181694","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.0216827108327872","j","true",""
"test_rating","","","3665","","{""Q0"":3}","survey-likert","73","2.0.0","185360","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","","[0]"
"","","","2371","
    <p>You will be starting a new learning block followed by a testing block.<br> Press any key to continue.</p>
  "," ","html-keyboard-response","74","2.0.0","187732","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"yoked_trial","","","1681","Learning Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""75"" ry=""75"" fill=""black""/>
  </svg>","0","html-button-response","75","2.0.0","189414","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.5","","",""
"categorize_trial","","","1044","<svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""75"" ry=""75"" fill=""black""/>
  </svg><p style=""font-size:48px; color:red;"">NOT SAFE for children</p>","j","html-keyboard-response","76","2.0.0","190458","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"yoked_trial","","","836","Learning Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""93.00000000000001"" ry=""93.00000000000001"" fill=""black""/>
  </svg>","0","html-button-response","77","2.0.0","191295","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.6200000000000001","","",""
"categorize_trial","","","1373","<svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""93.00000000000001"" ry=""93.00000000000001"" fill=""black""/>
  </svg><p style=""font-size:48px; color:green;"">SAFE for children</p>","f","html-keyboard-response","78","2.0.0","192669","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"yoked_trial","","","1109","Learning Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""75"" ry=""75"" fill=""black""/>
  </svg>","0","html-button-response","79","2.0.0","193779","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.5","","",""
"categorize_trial","","","1465","<svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""75"" ry=""75"" fill=""black""/>
  </svg><p style=""font-size:48px; color:red;"">NOT SAFE for children</p>","j","html-keyboard-response","80","2.0.0","195245","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","81","2.0.0","195647","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","4661","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""0.02928939492702"" ry=""0.02928939492702"" fill=""black""/>
  </svg>","j","html-keyboard-response","82","2.0.0","200309","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.0001952626328468","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","83","2.0.0","200567","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1368","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""35.011459799441816"" ry=""35.011459799441816"" fill=""black""/>
  </svg>","j","html-keyboard-response","84","2.0.0","201935","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.2334097319962788","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","85","2.0.0","202403","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","1250","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""106.21391176954558"" ry=""106.21391176954558"" fill=""black""/>
  </svg>","f","html-keyboard-response","86","2.0.0","203653","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.7080927451303038","f","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","87","2.0.0","204013","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","805","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""83.22608537298117"" ry=""83.22608537298117"" fill=""black""/>
  </svg>","j","html-keyboard-response","88","2.0.0","204818","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.5548405691532078","j","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","89","2.0.0","205125","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","853","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""122.86443388111435"" ry=""122.86443388111435"" fill=""black""/>
  </svg>","f","html-keyboard-response","90","2.0.0","205979","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.8190962258740957","f","true",""
"fixation","","","null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","91","2.0.0","206287","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","","","",""
"test_trial","","","682","Testing Phase<br><svg width=""400"" height=""400"" xmlns=""http://www.w3.org/2000/svg"">
    <rect x=""50"" y=""50"" width=""300"" height=""300"" rx=""67.1683864445972"" ry=""67.1683864445972"" fill=""black""/>
  </svg>","j","html-keyboard-response","92","2.0.0","206970","6","1","2026-05-22 01:32:10","9e957da26207ce45d5f71c629b4d0bdd","137.112.197.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0","WebKit","Edge","148.0.0.0","Windows","10.0","null","en-US,en;q=0.9","0.4477892429639813","j","true",""
